名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
西泥路小区,浦东川沙,"西泥路79弄, 西泥路95弄, 西泥路107弄, 西泥路108弄, 西泥路113弄, 西泥路130弄, 西泥路139弄, 西泥路153弄, 西泥路87弄, 北城壕路57号, 北城壕路51号, 北城壕路63号",39726,板楼,340户,25栋,商品房/使用权,1974-1995年 ,0.2至1.2元/平米/月,上海浦东新区新川物业公司,暂无信息
水闸北路91弄,浦东川沙,"水闸北路91弄, 水闸北路201弄",0,板楼,24户,2栋,商品房,暂无信息 ,3元/平米/月,无,暂无信息
施宏路448弄,浦东川沙,施宏路448弄,0,未知类型,30户,2栋,商品房/使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
万家新天地商都,浦东川沙,"德川路369号, 德川路369弄, 德川路349号, 德川路343号, 德川路357号, 德川路359号, 德川路361号, 德川路363号, 德川路367号, 德川路345号, 德川路347号, 德川路351号, 德川路353号, 德川路355号, 德川路365号, 德川路142号, 德川路146号, 德川路393号, 德川路375号, 德川路377号, 德川路379号, 德川路381号, 德川路383号, 德川路385号, 德川路389号, 德川路387号, 德川路391号, 新德西路358号, 新德西路360号, 新德西路362.366号, 新德西路368.370号",0,板楼,247户,184栋,商品房/使用权,2011年 ,暂无信息,暂无信息,暂无信息
金象华庭,浦东川沙,华夏三路85弄,0,板楼,134户,113栋,商品房,2004年 ,3元/平米/月,上海伟发物业有限公司,海金象置业有限公司
银龙小区,浦东川沙,华夏东路1036弄,38766,板楼,336户,28栋,商品房/使用权,1995-1996年 ,0.45元/平米/月,永唐物业,上海长安房产经营开发公司
翔川家园,浦东川沙,"翔川路458弄,翔川路525弄",61021,板楼,876户,73栋,商品房/动迁安置房,2008-2010年 ,0.6至0.61元/平米/月,上海佳龙物业公司,上海贝越实业有限公司
新川公寓,浦东川沙,新川路603弄,35492,板楼,144户,14栋,商品房/使用权,1997年 ,1元/平米/月,自主物业,上海通城房产经营开发有限公司
妙境家园,浦东川沙,川环南路806弄,40254,板楼,276户,23栋,商品房,1999年 ,0.45元/平米/月,上海浦东物业管理公司,浦东房地产开发有限公司
新洲豪园,浦东川沙,华夏东路1801弄1-5号,41710,塔楼/板楼,123户,5栋,商品房/使用权,1998-2004年 ,0.85元/平米/月,张江物业,新洲豪园
翠珠大厦,浦东川沙,新川路378号,35080,塔板结合,71户,1栋,商品房/使用权,1998年 ,1.8至3.5元/平米/月,上海广业房地产开发有限公司,上海广业房地产开发有限公司
绿地东海岸国际广场,浦东川沙,川沙路5558弄,0,板楼,389户,5栋,商品房/使用权,2009年 ,暂无信息,暂无信息,暂无信息
百欣苑,浦东川沙,东亭路836弄,28965,板楼,936户,75栋,商品房/动迁安置房,2003-2005年 ,0.55元/平米/月,上海浦东物业管理公司,浦东东宏房产公司
东方城市绿洲,浦东川沙,城丰路599弄,56174,板楼,642户,19栋,商品房,2010年 ,1.55至2元/平米/月,自主物业,上海泰华房地产开发实业有限公司
曙光苑,浦东川沙,学北路165弄,40825,板楼,216户,22栋,商品房,2001年 ,0.7元/平米/月,吉利物业,上海兴都房地产发展有限公司
华夏金桂苑(别墅),浦东川沙,华夏东路1349弄,0,板楼,317户,236栋,商品房/使用权,2000-2003年 ,0.8至1.2元/平米/月,无,上海金桂房地产开发有限公司
华天小区,浦东川沙,妙境路141弄,30817,板楼,180户,15栋,商品房/售后公房/动迁安置房/使用权,1993-1994年 ,0.35元/平米/月,万晟物业, 陕西亿润经贸有限公司 
玉宇小区,浦东川沙,新川路856弄,44578,板楼,194户,17栋,商品房,1999年 ,0.44至0.6元/平米/月,上海荣唐物业管理有限公司,上海玉宇房地产开发有限公司
王桥街41弄,浦东川沙,王桥街41弄,31328,板楼,72户,6栋,商品房/动迁安置房,1998年 ,0.3元/平米/月,益华物业,暂无信息
石皮路小区,浦东川沙,"石皮路54弄, 石皮路61弄, 石皮路75弄, 石皮路89弄",36701,板楼,275户,25栋,商品房/使用权,1993-1994年 ,0.2至0.5元/平米/月,上海浦东物业管理公司,暂无信息
妙境路715弄,浦东川沙,妙境路715弄,28946,板楼,50户,5栋,商品房/使用权,1993-1995年 ,0.8元/平米/月,上海裕华物业管理有限公司,上海裕华
天竹新村,浦东川沙,天竹新村,0,板楼,128户,10栋,商品房/使用权,1995年 ,0.6元/平米/月,自主物业,暂无信息
阳光城愉景湾,浦东川沙,妙川路800弄,60860,板楼,1297户,102栋,商品房,2014-2016年 ,3至3.8元/平米/月,阳光城物业服务（福建）有限公司嘉兴分公司,上海迅腾博房地产开发有限公司
川沙路4650弄,浦东川沙,"川沙路4650弄, （川环西路608弄）",34640,板楼,216户,10栋,商品房/动迁安置房/使用权,1982-1989年 ,0.55元/平米/月,上海浦东新区新川物业公司,暂无信息
华夏银桂苑,浦东川沙,青厦路200弄,40136,板楼,133户,9栋,商品房,2005年 ,1.1元/平米/月,万晟物业,暂无信息
新德路386弄,浦东川沙,新德路386弄,32571,板楼,32户,3栋,商品房,1994-1995年 ,0.3元/平米/月,欣城物业,暂无信息
绿地云悦坊,浦东川沙,川沙路5600弄,0,塔楼,953户,3栋,商品房,2016年 ,2.8至3.5元/平米/月,上海欣周物业管理有限公司,上海浦云房地产开发有限公司
公益路小区西苑,浦东川沙,新建路82弄,25352,板楼,120户,12栋,商品房,1995年 ,0.55元/平米/月,晨阳物业,上海江镇房地产开发商
民贤路106号,浦东川沙,民贤路106号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
"普庆路95,97号",浦东川沙,"普庆路95, 97号",0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新德路274弄,浦东川沙,新德路274弄,0,未知类型,3户,2栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
川黄路231号,浦东川沙,川黄路231号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
城南路771号,浦东川沙,城南路771号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新建路1-81号,浦东川沙,"新建路1号, 新建路81号, 新建路75号, 新建路61号, 新建路59号, 新建路55号, 新建路42号, 新建路28号, 新建路15号, 新建路12号, 新建路5号, 新建路4号",0,板楼/塔板结合,181户,13栋,商品房/使用权,1984-1995年 ,0.35元/平米/月,晨阳物业,暂无信息
川沙路4650弄,浦东川沙,"川沙路4650弄, （川环西路608弄）",34640,板楼,216户,10栋,商品房/动迁安置房/使用权,1982-1989年 ,0.55元/平米/月,上海浦东新区新川物业公司,暂无信息
华夏银桂苑,浦东川沙,青厦路200弄,40136,板楼,133户,9栋,商品房,2005年 ,1.1元/平米/月,万晟物业,暂无信息
新德路386弄,浦东川沙,新德路386弄,32571,板楼,32户,3栋,商品房,1994-1995年 ,0.3元/平米/月,欣城物业,暂无信息
绿地云悦坊,浦东川沙,川沙路5600弄,0,塔楼,953户,3栋,商品房,2016年 ,2.8至3.5元/平米/月,上海欣周物业管理有限公司,上海浦云房地产开发有限公司
益民路小区,浦东川沙,"益民路19弄, 益民路27号, 益民路37弄, 益民路45号",34148,板楼,147户,11栋,商品房/动迁安置房/使用权,1975-1994年 ,0.5至0.75元/平米/月,上海浦东新区新川物业公司,暂无信息
乔港路11弄,浦东川沙,乔港路11弄,38612,板楼,69户,4栋,商品房/使用权,1994年 ,0.8元/平米/月,上海浦东新区新川物业公司,上海方天集团
黄楼新邨,浦东川沙,"栏学路366弄, 栏学路396弄, 栏学路402弄, 栏学路404弄, 栏学路408弄",35421,板楼,101户,12栋,商品房/售后公房/动迁安置房/使用权,1996-1999年 ,暂无信息,暂无信息,暂无信息
云川商汇苑,浦东川沙,学北路27弄,0,板楼,52户,5栋,商品房/使用权,2002年 ,0.4元/平米/月,北华物业,上海云川房地产开发有限公司
天和湖滨家园(别墅),浦东川沙,晚霞路715弄,53721,板楼/塔板结合,68户,70栋,商品房,2010年 ,3.8元/平米/月,暂无信息,上海丞泰房地产开发有限公司
江绣苑,浦东川沙,海霞路135弄,28379,板楼/平房,828户,52栋,商品房/动迁安置房/使用权,2008-2014年 ,0.45至0.55元/平米/月,上海浦东物业管理公司,上海玉宇房地产开发有限公司
思凡花苑三街坊,浦东川沙,航城五路151弄,26480,板楼,324户,27栋,商品房/动迁安置房,1997年 ,0.5元/平米/月,上海浦东物业管理公司,上海思凡房地产开发公司
盛泰家园,浦东川沙,海霞路493弄,30322,板楼,670户,50栋,商品房/动迁安置房/使用权,2012-2014年 ,0.45至0.55元/平米/月,上海浦东物业管理公司,上海玉宇房地产开发有限公司
施宏小区,浦东川沙,"施宏路539弄, 施宏路501弄",26449,板楼,130户,10栋,商品房/动迁安置房/使用权,1993-1996年 ,0.35元/平米/月,施港物业,暂无信息
江明路36弄,浦东川沙,江明路36弄,21590,板楼,145户,16栋,商品房/动迁安置房/使用权,1999年 ,0.45元/平米/月,上海浦东物业管理公司,上海江镇房地产开发商
海霞新苑,浦东川沙,江绣路633弄,28357,板楼,953户,49栋,商品房/动迁安置房/使用权,2013-2014年 ,0.45至0.55元/平米/月,上海浦东物业管理公司,上海玉宇房地产开发有限公司
南桥路51弄,浦东川沙,上海市浦东新区南桥路51弄,31988,板楼,48户,4栋,商品房,1993-1998年 ,0.8元/平米/月,吉利物业,暂无信息
南市街小区,浦东川沙,"南市街16弄, 南市街30弄, 南市街42弄, 南市街45弄, 南市街49弄, 南市街58弄, 新川路209弄",37328,板楼,343户,35栋,商品房/已购公房/动迁安置房/使用权,1989-1994年 ,0.8至2元/平米/月,暂无信息,暂无信息
西市街175弄,浦东川沙,西市街175弄,39929,板楼,105户,5栋,商品房/使用权,1984-1994年 ,0.2元/平米/月,上海浦东新区新川物业公司,暂无信息
妙境路627弄,浦东川沙,妙境路627弄,34885,板楼,24户,3栋,商品房/使用权,1995-1997年 ,1.2元/平米/月,无,川沙房地产开发有限公司
佳腾花园,浦东川沙,华夏一路1782弄,45624,板楼,160户,14栋,商品房/使用权,1998-1999年 ,0.45元/平米/月,上海联讯物业管理有限公司,暂无信息
东城壕路8弄,浦东川沙,东城壕路8弄,39389,板楼,36户,3栋,商品房,1994年 ,0.18元/平米/月,上海浦东新区新川物业公司,暂无信息
曙光北苑,浦东川沙,南桥路86弄1-27号,44724,板楼,320户,26栋,商品房/动迁安置房,2004年 ,1.1元/平米/月,上海吉利物业管理有限公司,上海兴都房地产发展有限公司
华夏东路1841号,浦东川沙,华夏东路1841号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
川黄路116号,浦东川沙,川黄路116号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
乔港路29号,浦东川沙,乔港路29号,0,板楼,1户,1栋,商品房,1994年 ,0.8元/平米/月,上海吉利物业管理有限公司,上海住宅公司
青厦路200弄3号,浦东川沙,青厦路200弄3号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
新源路328弄13号,浦东川沙,新源路328弄13号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
硕川路149号,浦东川沙,硕川路149号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
进贤路147号,浦东川沙,进贤路147号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新川路945弄14号,浦东川沙,新川路945弄14号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
华夏东路1520弄15号,浦东川沙,华夏东路1520弄15号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
川银路136号,浦东川沙,川银路136号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
硕川路141号,浦东川沙,硕川路141号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
硕川路145号,浦东川沙,硕川路145号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
硕川路133号,浦东川沙,硕川路133号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
城南路773号,浦东川沙,城南路773号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
民贤路48号,浦东川沙,民贤路48号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
南桥路1268号,浦东川沙,南桥路1268号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
新德西路90号,浦东川沙,新德西路90号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
乔港路15号,浦东川沙,乔港路15号,0,未知类型,15户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新建路16弄,浦东川沙,新建路16弄,23379,板楼,32户,2栋,商品房/售后公房,1990年 ,0.5元/平米/月,晨阳物业,暂无信息
城南路674号,浦东川沙,城南路674号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
乐丰路17-19号,浦东川沙,乐丰路17-19号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
蓝堡别墅,浦东川沙,"南六公路733号,南六公路1465弄",0,板楼,141户,141栋,商品房/动迁安置房,2003-2006年 ,3.5至3.8元/平米/月,狮城怡安(上海)物业管理有限公司,中恒集团
曙光北苑,浦东川沙,南桥路86弄1-27号,44724,板楼,320户,26栋,商品房/动迁安置房,2004年 ,1.1元/平米/月,上海吉利物业管理有限公司,上海兴都房地产发展有限公司
新川路300弄,浦东川沙,新川路300弄,32090,板楼,36户,1栋,商品房,1994年 ,0.8元/平米/月,暂无信息,暂无信息
施镇路396弄1号,浦东川沙,施镇路396弄1号,0,板楼,5户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
乔港路43号,浦东川沙,乔港路43号,41923,板楼,24户,1栋,商品房/使用权,1994年 ,暂无信息,暂无信息,暂无信息
北市街93弄,浦东川沙,北市街93弄,0,板楼,2户,2栋,商品房/使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
西市街50号,浦东川沙,西市街50号,0,未知类型,2户,1栋,商品房,1998年 ,暂无信息,暂无信息,暂无信息
施镇公寓,浦东川沙,航城四路616弄,32561,板楼,528户,44栋,商品房/动迁安置房/使用权,1998-2013年 ,0.45至0.6元/平米/月,暂无信息,暂无信息
同润蓝美俊庭,浦东大团镇,南芦公路989弄,21175,板楼,1221户,287栋,商品房,2005-2015年 ,2.2至3元/平米/月,上海上房物业,上海垄汇房地产开发有限公司
永春南路405弄15支弄,浦东大团镇,永春南路405弄15支弄,0,板楼,24户,3栋,商品房,2003年 ,暂无信息,暂无信息,暂无信息
墩荣路173号,浦东大团镇,墩荣路173号,0,板楼,16户,2栋,商品房,1986年 ,暂无信息,暂无信息,暂无信息
永春北路215号,浦东大团镇,永春北路215号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新四平公路2380号,浦东大团镇,新四平公路2380号,0,板楼,25户,25栋,商品房,1997年 ,暂无信息,暂无信息,暂无信息
永春北路167号,浦东大团镇,大团镇永春北路167号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
永定南路160弄,浦东大团镇,永定南路160弄,0,未知类型,3户,3栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
大团镇人民新村,浦东大团镇,永春东路63弄,0,未知类型,14户,3栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
三宣公路394弄,浦东大团镇,三宣公路394弄,0,板楼,30户,1栋,商品房,1981年 ,暂无信息,暂无信息,暂无信息
永春北路105弄1号,浦东大团镇,南汇区大团镇5街坊15丘,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
洪田路4号,浦东大团镇,三墩乡洪田路4号,0,未知类型,2户,1栋,商品房,1985年 ,暂无信息,暂无信息,暂无信息
永春西二路86弄,浦东大团镇,永春西二路86弄,0,板楼,18户,2栋,商品房,1981年 ,暂无信息,暂无信息,暂无信息
永定南路360弄,浦东大团镇,永定南路360弄,0,板楼,16户,1栋,商品房,1984年 ,暂无信息,暂无信息,暂无信息
永春北路一八O弄,浦东大团镇,上海市浦东新区大团镇上海大团科教仪器厂,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
南湾新村,浦东大团镇,南三支路139弄,0,板楼,700户,57栋,商品房/售后公房/使用权,1982-2003年 ,0.5元/平米/月,暂无信息,暂无信息
爱家新城,浦东大团镇,"永晨路258弄, 永旺路258弄, 永爱路260弄1-22、24、25、27、28、30、31、33-36号, 永爱路261弄",18724,板楼,1296户,97栋,商品房/动迁安置房/使用权,2007-2009年 ,1.2元/平米/月,暂无信息,暂无信息
汇金星城,浦东大团镇,永宁东路531弄,0,板楼,147户,13栋,商品房,2014年 ,1.2元/平米/月,暂无信息,暂无信息
永春南路405弄11号,浦东大团镇,永春南路405弄11号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
永春南路168号,浦东大团镇,永春南路168号,0,板楼,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
永晖路76弄,浦东大团镇,永晖路76弄,0,未知类型,3户,3栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
芦洋花园,浦东大团镇,永春西一路169弄,0,板楼,243户,21栋,商品房/使用权,1985-2005年 ,0.5元/平米/月,暂无信息,暂无信息
永春北路127弄,浦东大团镇,永春北路127弄,0,未知类型,1户,1栋,商品房,1990年 ,暂无信息,暂无信息,暂无信息
永春北路88弄,浦东大团镇,永春北路88弄,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
南三支路70号,浦东大团镇,南三支路70号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
洪田路1号,浦东大团镇,洪田路1号401室,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
永春北路166号,浦东大团镇,永春北路166号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
永宁东路99号,浦东大团镇,永宁东路99号,0,板楼,20户,1栋,商品房/使用权,1980年 ,暂无信息,暂无信息,暂无信息
金玉佳苑,浦东大团镇,永宁东路540弄,24440,板楼,186户,15栋,商品房,2008年 ,0.6至1.5元/平米/月,暂无信息,暂无信息
永春中路135弄,浦东大团镇,永春中路135弄,0,板楼,24户,1栋,商品房,1982年 ,暂无信息,暂无信息,暂无信息
三墩花苑,浦东大团镇,三宣公路397弄,0,板楼,72户,9栋,商品房/使用权,2000年 ,0.6元/平米/月,暂无信息,暂无信息
同润蓝美俊庭,浦东大团镇,南芦公路989弄,21175,板楼,1221户,287栋,商品房,2005-2015年 ,2.2至3元/平米/月,上海上房物业,上海垄汇房地产开发有限公司
新四平公路2380号,浦东大团镇,新四平公路2380号,0,板楼,25户,25栋,商品房,1997年 ,暂无信息,暂无信息,暂无信息
永春北路167号,浦东大团镇,大团镇永春北路167号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
永春西二路86弄,浦东大团镇,永春西二路86弄,0,板楼,18户,2栋,商品房,1981年 ,暂无信息,暂无信息,暂无信息
永春北路一八O弄,浦东大团镇,上海市浦东新区大团镇上海大团科教仪器厂,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
三宣公路394弄,浦东大团镇,三宣公路394弄,0,板楼,30户,1栋,商品房,1981年 ,暂无信息,暂无信息,暂无信息
永定南路160弄,浦东大团镇,永定南路160弄,0,未知类型,3户,3栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
永定南路360弄,浦东大团镇,永定南路360弄,0,板楼,16户,1栋,商品房,1984年 ,暂无信息,暂无信息,暂无信息
大团镇人民新村,浦东大团镇,永春东路63弄,0,未知类型,14户,3栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
洪田路4号,浦东大团镇,三墩乡洪田路4号,0,未知类型,2户,1栋,商品房,1985年 ,暂无信息,暂无信息,暂无信息
永春北路105弄1号,浦东大团镇,南汇区大团镇5街坊15丘,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
墩荣路173号,浦东大团镇,墩荣路173号,0,板楼,16户,2栋,商品房,1986年 ,暂无信息,暂无信息,暂无信息
永春南路405弄15支弄,浦东大团镇,永春南路405弄15支弄,0,板楼,24户,3栋,商品房,2003年 ,暂无信息,暂无信息,暂无信息
永春北路215号,浦东大团镇,永春北路215号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
南湾新村,浦东大团镇,南三支路139弄,0,板楼,700户,57栋,商品房/售后公房/使用权,1982-2003年 ,0.5元/平米/月,暂无信息,暂无信息
爱家新城,浦东大团镇,"永晨路258弄, 永旺路258弄, 永爱路260弄1-22、24、25、27、28、30、31、33-36号, 永爱路261弄",18724,板楼,1296户,97栋,商品房/动迁安置房/使用权,2007-2009年 ,1.2元/平米/月,暂无信息,暂无信息
永晖路76弄,浦东大团镇,永晖路76弄,0,未知类型,3户,3栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
芦洋花园,浦东大团镇,永春西一路169弄,0,板楼,243户,21栋,商品房/使用权,1985-2005年 ,0.5元/平米/月,暂无信息,暂无信息
三墩花苑,浦东大团镇,三宣公路397弄,0,板楼,72户,9栋,商品房/使用权,2000年 ,0.6元/平米/月,暂无信息,暂无信息
金玉佳苑,浦东大团镇,永宁东路540弄,24440,板楼,186户,15栋,商品房,2008年 ,0.6至1.5元/平米/月,暂无信息,暂无信息
永春中路135弄,浦东大团镇,永春中路135弄,0,板楼,24户,1栋,商品房,1982年 ,暂无信息,暂无信息,暂无信息
永春南路405弄,浦东大团镇,永春南路405弄,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
金团花苑,浦东大团镇,永春南路407弄,0,板楼,40户,5栋,商品房/使用权,2003年 ,0.6元/平米/月,暂无信息,暂无信息
永春北路127弄,浦东大团镇,永春北路127弄,0,未知类型,1户,1栋,商品房,1990年 ,暂无信息,暂无信息,暂无信息
永春北路88弄,浦东大团镇,永春北路88弄,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
南三支路70号,浦东大团镇,南三支路70号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
永宁东路99号,浦东大团镇,永宁东路99号,0,板楼,20户,1栋,商品房/使用权,1980年 ,暂无信息,暂无信息,暂无信息
洪田路1号,浦东大团镇,洪田路1号401室,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
永春北路166号,浦东大团镇,永春北路166号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
永春南路168号,浦东大团镇,永春南路168号,0,板楼,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
欣杨景苑,浦东高东,新园路436弄,43488,板楼,550户,25栋,商品房/动迁安置房,2015年 ,0.35至1.5元/平米/月,上海雁思物业管理有限公司,暂无信息
杨园四村,浦东高东,"新园路206弄,新园路288弄",36865,板楼,571户,48栋,商品房/动迁安置房,1994-2003年 ,0.45至0.65元/平米/月,上海新园物业有限责任公司,新金东杨盛开发公司
千秋嘉苑,浦东高东,高东二路47弄,39282,板楼,732户,61栋,商品房/动迁安置房,2003年 ,0.45至0.5元/平米/月,上海东滨房地产开发有限公司,上海东滨房地产开发有限公司
高东馨苑,浦东高东,光泽路428弄,41058,板楼,1128户,84栋,商品房/动迁安置房,2007年 ,0.5元/平米/月,上海新园物业有限责任公司,上海新园房地产开发有限公司
欣连佳苑,浦东高东,光泽路429弄,39911,板楼,552户,46栋,商品房/动迁安置房,2007年 ,0.5元/平米/月,上海新园物业有限责任公司,上海高东置业有限公司
杨园七村,浦东高东,"新龙路389弄,新龙路423弄",36664,板楼,504户,37栋,商品房/动迁安置房,1994年 ,0.45元/平米/月,新龙路物业,无开发商
金隆家园,浦东高东,新园路439弄,42113,塔楼/板楼,408户,34栋,商品房/动迁安置房,2007年 ,0.45至0.68元/平米/月,上海新园物业有限责任公司,上海五隆置业发展有限公司
楼夏景园,浦东高东,"北新园路350弄, 高东二路58.60.62.64号, 北新园路200.202.204.206.208号",43439,塔楼/板楼,969户,48栋,商品房/动迁安置房/使用权,2012年 ,1.28元/平米/月,上海住安物业管理有限公司,上海五隆置业发展有限公司
楼下佳苑,浦东高东,北新园路460弄,39302,板楼,1098户,46栋,商品房/动迁安置房,2014年 ,1.28元/平米/月,上海新园物业有限责任公司,上海五隆置业发展有限公司
欣连苑,浦东高东,新园路251弄,40938,板楼,375户,33栋,商品房/动迁安置房,2004年 ,0.5元/平米/月,建兴物业,上海欣欣房地产经纪有限公司
杨园二村,浦东高东,"新园路65弄,新跃路64弄,新跃路154弄",36288,板楼,1042户,91栋,商品房/动迁安置房,1994-2002年 ,0.45元/平米/月,上海新园物业有限责任公司,新金东杨盛开发公司
广盛佳苑,浦东高东,园二路299弄,42292,塔楼/板楼,884户,34栋,商品房/动迁安置房,2011年 ,1.2元/平米/月,杨园物业管理有限公司,上海广盛房地产开发有限公司
杨园一村,浦东高东,"新园路32弄,新园路50弄,新园路68弄,新龙路69弄,新龙路83弄",39144,板楼,1109户,85栋,商品房/动迁安置房/使用权,1994-2009年 ,0.4至0.65元/平米/月,上海雁思物业管理有限公司,新金东杨盛开发公司
盛世东苑,浦东高东,光泽路120弄,38529,板楼,1102户,81栋,商品房/动迁安置房,2005-2006年 ,0.7元/平米/月,上海新园物业有限责任公司,上海豪邦置业发展有限公司
杨园三村,浦东高东,"新龙路289弄,新龙路203弄",35355,板楼,1050户,76栋,商品房/动迁安置房/使用权,1993-1994年 ,0.9元/平米/月,策源物业,策源开发集团
扬盛佳苑,浦东高东,园洲路189弄,41272,塔楼/板楼,1176户,87栋,商品房/动迁安置房,2007年 ,0.45至0.65元/平米/月,杨园物业管理有限公司,上海申昶房地产开发有限公司
逸墅新苑,浦东高东,高东二路99弄,52526,板楼,104户,56栋,商品房/动迁安置房,2004年 ,1.5元/平米/月,泽东物业有限公司,上海泽东置业有限公司
金纬东苑,浦东高东,新龙路489弄1-29号,40410,板楼,346户,28栋,商品房/动迁安置房,2004年 ,0.5元/平米/月,杨园物业管理有限公司,上海金纬房地产发展有限公司
高东新村,浦东高东,"光明路41弄, 光明路61弄, 光明路62弄, 光明路81弄, 光明路111弄, 光明路132弄, 光明路141弄, 光明路161弄, 光明路181弄, 光明路182弄, 光明路221弄, 光明路222弄, 光明路42弄, 光明路162弄, 光明路51号",34811,板楼,1933户,106栋,商品房/动迁安置房/使用权,1989-1998年 ,0.25至0.6元/平米/月,建工物业,上海建工房产有限公司
杨园新苑,浦东高东,园一路41弄,36759,板楼,124户,11栋,商品房,2004年 ,0.45元/平米/月,暂无信息,暂无信息
品欣雅苑,浦东高东,高东二路118弄,36887,塔楼/板楼,2040户,34栋,商品房/动迁安置房,2015年 ,1.2至1.8元/平米/月,暂无信息,暂无信息
东滨花苑,浦东高东,"光明路618弄,光明路619弄",0,板楼,80户,80栋,商品房,2002年 ,1.5元/平米/月,上海新园物业有限责任公司,上海张江建筑安装工程有限公司
新园路128弄49号,浦东高东,新园路128弄49号,0,未知类型,101户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
新园路98弄1号,浦东高东,新园路98弄1号,0,未知类型,187户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
